id,brand,custom_label_0,custom_label_1,product_type
1500401030,SAIL RACING,regular,reference,SAIL RACING > reference
1401102720,ACLIMA,regular,lightwool,ACLIMA > lightwool
71308600180,HOUDINI,outlet,walkabout,HOUDINI > walkabout
1308500560,HOUDINI,regular,puremerino,HOUDINI > puremerino
1500401050,SAIL RACING,regular,reference,SAIL RACING > reference
71308100210,HOUDINI,outlet,five,HOUDINI > five
71308100220,HOUDINI,outlet,five,HOUDINI > five
1201801240,NORRONA,regular,falketind,NORRONA > falketind
1201001240,NORRONA,regular,lofoten,NORRONA > lofoten
71105108000,POC,outlet,loft,POC > loft
71105108100,POC,outlet,loft,POC > loft
71308100260,HOUDINI,outlet,puff,HOUDINI > puff
1401102730,ACLIMA,regular,lightwool,ACLIMA > lightwool
1201809220,NORRONA,regular,falketind,NORRONA > falketind
71201230230,NORRONA,outlet,tamok,NORRONA > tamok
71201605220,NORRONA,outlet,trollveggen,NORRONA > trollveggen
2100000110,KANG,regular,bamboo,KANG > bamboo
71201613230,NORRONA,outlet,trollveggen,NORRONA > trollveggen
1000315210,HESTRA,regular,voss,HESTRA > voss
71105231400,POC,outlet,signal,POC > signal
71201614240,NORRONA,outlet,trollveggen,NORRONA > trollveggen
71301608540,HOUDINI,outlet,wadi,HOUDINI > wadi
71030027000,HESTRA,outlet,heater,HESTRA > heater
71105231500,POC,outlet,pro,POC > pro
71201618240,NORRONA,outlet,trollveggen,NORRONA > trollveggen
1308600090,HOUDINI,regular,tree,HOUDINI > tree
71201627220,NORRONA,outlet,trollveggen,NORRONA > trollveggen
71301697940,HOUDINI,outlet,route,HOUDINI > route
71401017410,ACLIMA,regular,warmwool,ACLIMA > warmwool
1201810200,NORRONA,regular,falketind,NORRONA > falketind
1201810220,NORRONA,regular,falketind,NORRONA > falketind
1500406010,SAIL RACING,regular,reference,SAIL RACING > reference
71308600190,HOUDINI,outlet,pace,HOUDINI > pace
1000316500,HESTRA,regular,powder,HESTRA > powder
1201813200,NORRONA,regular,falketind,NORRONA > falketind
1201827240,NORRONA,regular,falketind,NORRONA > falketind
1201834240,NORRONA,regular,falketind,NORRONA > falketind
1308600100,HOUDINI,regular,tree,HOUDINI > tree
1205234260,NORRONA,regular,norrona,NORRONA > norrona
1308600180,HOUDINI,regular,walkabout,HOUDINI > walkabout
1201838240,NORRONA,regular,falketind,NORRONA > falketind
71308600200,HOUDINI,outlet,pace,HOUDINI > pace
71105232700,POC,outlet,rove,POC > rove
1401102740,ACLIMA,regular,lightwool,ACLIMA > lightwool
71308100290,HOUDINI,outlet,ride,HOUDINI > ride
71308600210,HOUDINI,outlet,pace,HOUDINI > pace
1500406020,SAIL RACING,regular,reference,SAIL RACING > reference
1308600460,HOUDINI,regular,tree,HOUDINI > tree
71301698040,HOUDINI,outlet,dawn,HOUDINI > dawn
71301700140,HOUDINI,outlet,wander,HOUDINI > wander
1308600470,HOUDINI,regular,tree,HOUDINI > tree
71201682250,NORRONA,outlet,trollveggen,NORRONA > trollveggen
71301700240,HOUDINI,outlet,wander,HOUDINI > wander
1201861200,NORRONA,regular,falketind,NORRONA > falketind
71105233800,POC,outlet,air,POC > air
1000316520,HESTRA,regular,powder,HESTRA > powder
71201802241,NORRONA,outlet,falketind,NORRONA > falketind
1000317410,HESTRA,regular,impact,HESTRA > impact
1201885250,NORRONA,regular,falketind,NORRONA > falketind
1201886250,NORRONA,regular,falketind,NORRONA > falketind
1000317500,HESTRA,regular,impact,HESTRA > impact
71105233900,POC,outlet,air,POC > air
71401034910,ACLIMA,outlet,warmwool,ACLIMA > warmwool
71105234000,POC,outlet,air,POC > air
71308600260,HOUDINI,outlet,go,HOUDINI > go
71308400490,HOUDINI,outlet,tree,HOUDINI > tree
71301908440,HOUDINI,outlet,motion,HOUDINI > motion
71105234200,POC,outlet,raceday,POC > raceday
1201887250,NORRONA,regular,falketind,NORRONA > falketind
1308600510,HOUDINI,regular,tree,HOUDINI > tree
1308600600,HOUDINI,regular,symbio,HOUDINI > symbio
71201809220,NORRONA,outlet,falketind,NORRONA > falketind
2100000160,KANG,regular,recycled,KANG > recycled
71401039760,ACLIMA,outlet,ankle,ACLIMA > ankle
1401117630,ACLIMA,regular,liner,ACLIMA > liner
1201019240,NORRONA,regular,lofoten,NORRONA > lofoten
1500401010,SAIL RACING,regular,reference,SAIL RACING > reference
1201891250,NORRONA,regular,falketind,NORRONA > falketind
7100000040,KANG,outlet,flax,KANG > flax
71105234600,POC,outlet,motion,POC > motion
71201890250,NORRONA,outlet,falketind,NORRONA > falketind
1500401060,SAIL RACING,regular,reference,SAIL RACING > reference
1500401220,SAIL RACING,regular,reference,SAIL RACING > reference
1500407010,SAIL RACING,regular,reference,SAIL RACING > reference
71201891250,NORRONA,outlet,falketind,NORRONA > falketind
71401039770,ACLIMA,outlet,lightwool,ACLIMA > lightwool
1201891260,NORRONA,regular,falketind,NORRONA > falketind
71523115010,SAIL RACING,outlet,race,SAIL RACING > race
71401039790,ACLIMA,outlet,warmwool,ACLIMA > warmwool
71401039810,ACLIMA,outlet,warmwool,ACLIMA > warmwool
7100000050,KANG,outlet,telescopic,KANG > telescopic
1500401260,SAIL RACING,regular,sr80,SAIL RACING > sr80
1201892250,NORRONA,regular,falketind,NORRONA > falketind
71000202800,HESTRA,outlet,deerskin,HESTRA > deerskin
71302202340,HOUDINI,outlet,alto,HOUDINI > alto
71401039830,ACLIMA,outlet,warmwool,ACLIMA > warmwool
1500406040,SAIL RACING,regular,reference,SAIL RACING > reference
71201810220,NORRONA,outlet,falketind,NORRONA > falketind
71401039910,ACLIMA,outlet,xcountry,ACLIMA > xcountry
1201892260,NORRONA,regular,falketind,NORRONA > falketind
1500406050,SAIL RACING,regular,reference,SAIL RACING > reference
71301907940,HOUDINI,outlet,dock,HOUDINI > dock
71401039930,ACLIMA,outlet,lars,ACLIMA > lars
71308100300,HOUDINI,outlet,ride,HOUDINI > ride
1308600610,HOUDINI,regular,liquid,HOUDINI > liquid
71201810230,NORRONA,outlet,falketind,NORRONA > falketind
1000319100,HESTRA,regular,omni,HESTRA > omni
1522115020,SAIL RACING,regular,bowman,SAIL RACING > bowman
71201811220,NORRONA,outlet,falketind,NORRONA > falketind
71301908640,HOUDINI,outlet,dock,HOUDINI > dock
1522117100,SAIL RACING,regular,reference,SAIL RACING > reference
1000321100,HESTRA,regular,czone,HESTRA > czone
1522117110,SAIL RACING,regular,reference,SAIL RACING > reference
71105276700,POC,outlet,essential,POC > essential
71308100340,HOUDINI,outlet,ride,HOUDINI > ride
1201895260,NORRONA,regular,falketind,NORRONA > falketind
71201811230,NORRONA,outlet,falketind,NORRONA > falketind
1000321400,HESTRA,regular,ergo,HESTRA > ergo
1522315010,SAIL RACING,regular,bowman,SAIL RACING > bowman
1308600620,HOUDINI,regular,liquid,HOUDINI > liquid
1522315020,SAIL RACING,regular,bowman,SAIL RACING > bowman
71105283500,POC,outlet,essential,POC > essential
1000325300,HESTRA,regular,gauntlet,HESTRA > gauntlet
1523112030,SAIL RACING,regular,spray,SAIL RACING > spray
71201812220,NORRONA,outlet,falketind,NORRONA > falketind
1201896260,NORRONA,regular,falketind,NORRONA > falketind
71401040350,ACLIMA,outlet,warmwool,ACLIMA > warmwool
71105283900,POC,outlet,essential,POC > essential
1308600630,HOUDINI,regular,liquid,HOUDINI > liquid
71201813200,NORRONA,outlet,falketind,NORRONA > falketind
71401040780,ACLIMA,outlet,warmwool,ACLIMA > warmwool
1201897260,NORRONA,regular,falketind,NORRONA > falketind
1308600640,HOUDINI,regular,liquid,HOUDINI > liquid
71105284700,POC,outlet,infinite,POC > infinite
1523115060,SAIL RACING,regular,race,SAIL RACING > race
71401042980,ACLIMA,outlet,flexwool,ACLIMA > flexwool
71308100350,HOUDINI,outlet,ride,HOUDINI > ride
71308400640,HOUDINI,outlet,pace,HOUDINI > pace
71308100380,HOUDINI,outlet,one,HOUDINI > one
71401046750,ACLIMA,outlet,lightwool,ACLIMA > lightwool
71302207140,HOUDINI,outlet,mono,HOUDINI > mono
1201898260,NORRONA,regular,falketind,NORRONA > falketind
71105285700,POC,outlet,essential,POC > essential
1308600650,HOUDINI,regular,corespun,HOUDINI > corespun
71308100390,HOUDINI,outlet,one,HOUDINI > one
71308100440,HOUDINI,outlet,ride,HOUDINI > ride
71201815200,NORRONA,outlet,falketind,NORRONA > falketind
71308100470,HOUDINI,outlet,ride,HOUDINI > ride
71401046880,ACLIMA,outlet,lightwool,ACLIMA > lightwool
71201815220,NORRONA,outlet,falketind,NORRONA > falketind
1308600660,HOUDINI,regular,corespun,HOUDINI > corespun
1000325320,HESTRA,regular,gantlet,HESTRA > gantlet
71201816220,NORRONA,outlet,falketind,NORRONA > falketind
1100510650,POC,regular,coalesce,POC > coalesce
1201950250,NORRONA,regular,falketind,NORRONA > falketind
1308600680,HOUDINI,regular,route,HOUDINI > route
71201819240,NORRONA,outlet,falketind,NORRONA > falketind
71308100580,HOUDINI,outlet,pace,HOUDINI > pace
1308600700,HOUDINI,regular,cosmo,HOUDINI > cosmo
1308600710,HOUDINI,regular,cosmo,HOUDINI > cosmo
1201030250,NORRONA,regular,lofoten,NORRONA > lofoten
71308100590,HOUDINI,outlet,pace,HOUDINI > pace
71302259841,HOUDINI,outlet,power,HOUDINI > power
71401047450,ACLIMA,outlet,lightwool,ACLIMA > lightwool
1100510840,POC,regular,race,POC > race
1201031250,NORRONA,regular,lofoten,NORRONA > lofoten
71105290200,POC,outlet,recycle,POC > recycle
1000329500,HESTRA,regular,ergo,HESTRA > ergo
1100527760,POC,regular,essential,POC > essential
1201046250,NORRONA,regular,lofoten,NORRONA > lofoten
71201820240,NORRONA,outlet,falketind,NORRONA > falketind
1520117110,SAIL RACING,regular,race,SAIL RACING > race
1201951250,NORRONA,regular,falketind,NORRONA > falketind
71201823220,NORRONA,outlet,falketind,NORRONA > falketind
71201834241,NORRONA,outlet,falketind,NORRONA > falketind
1308600720,HOUDINI,regular,liquid,HOUDINI > liquid
71308100600,HOUDINI,outlet,pace,HOUDINI > pace
71308200020,HOUDINI,outlet,dunfri,HOUDINI > dunfri
71308200030,HOUDINI,outlet,fall,HOUDINI > fall
71308200070,HOUDINI,outlet,dunfri,HOUDINI > dunfri
1201082250,NORRONA,regular,lofoten,NORRONA > lofoten
71201863201,NORRONA,outlet,falketind,NORRONA > falketind
71401055510,ACLIMA,outlet,designwool,ACLIMA > designwool
1000329900,HESTRA,regular,ferox,HESTRA > ferox
1107027700,POC,regular,super,POC > super
71201873200,NORRONA,outlet,falketind,NORRONA > falketind
71308200130,HOUDINI,outlet,dunfri,HOUDINI > dunfri
71308200140,HOUDINI,outlet,double,HOUDINI > double
71523115210,SAIL RACING,outlet,race,SAIL RACING > race
71401047720,ACLIMA,outlet,lightwool,ACLIMA > lightwool
1201952250,NORRONA,regular,falketind,NORRONA > falketind
71201885250,NORRONA,outlet,falketind,NORRONA > falketind
71308200150,HOUDINI,outlet,dunfri,HOUDINI > dunfri
1308600730,HOUDINI,regular,liquid,HOUDINI > liquid
1522111080,SAIL RACING,regular,spray,SAIL RACING > spray
71308200160,HOUDINI,outlet,double,HOUDINI > double
71401047850,ACLIMA,outlet,lightwool,ACLIMA > lightwool
1201953250,NORRONA,regular,falketind,NORRONA > falketind
71308200230,HOUDINI,outlet,dunfri,HOUDINI > dunfri
1000329910,HESTRA,regular,ferox,HESTRA > ferox
1202014240,NORRONA,regular,more,NORRONA > more
71401054600,ACLIMA,outlet,lars,ACLIMA > lars
1522112080,SAIL RACING,regular,reference,SAIL RACING > reference
1202015240,NORRONA,regular,more,NORRONA > more
1308600810,HOUDINI,regular,dock,HOUDINI > dock
71401063060,ACLIMA,outlet,flexwool,ACLIMA > flexwool
71308200240,HOUDINI,outlet,dunfri,HOUDINI > dunfri
71522117080,SAIL RACING,regular,spray,SAIL RACING > spray
71401063070,ACLIMA,outlet,flexwool,ACLIMA > flexwool
71308200270,HOUDINI,outlet,dunfri,HOUDINI > dunfri
71401063080,ACLIMA,outlet,flexwool,ACLIMA > flexwool
71401068200,ACLIMA,outlet,lightwool,ACLIMA > lightwool
1202016240,NORRONA,regular,more,NORRONA > more
1308600940,HOUDINI,regular,corespun,HOUDINI > corespun
71202205230,NORRONA,outlet,fjora,NORRONA > fjora
1202019240,NORRONA,regular,more,NORRONA > more
71522117070,SAIL RACING,regular,spray,SAIL RACING > spray
71201885251,NORRONA,outlet,falketind,NORRONA > falketind
71401068230,ACLIMA,outlet,lightwool,ACLIMA > lightwool
71401074870,ACLIMA,outlet,fleecewool,ACLIMA > fleecewool
71308200320,HOUDINI,outlet,fall,HOUDINI > fall
1202020240,NORRONA,regular,more,NORRONA > more
71308300060,HOUDINI,outlet,outright,HOUDINI > outright
1308600960,HOUDINI,regular,tree,HOUDINI > tree
71308300070,HOUDINI,outlet,outright,HOUDINI > outright
1202021240,NORRONA,regular,more,NORRONA > more
1000351210,HESTRA,regular,moon,HESTRA > moon
71401074890,ACLIMA,outlet,fleecewool,ACLIMA > fleecewool
1202023240,NORRONA,regular,more,NORRONA > more
71401074960,ACLIMA,outlet,lars,ACLIMA > lars
1202024240,NORRONA,regular,lyngen,NORRONA > lyngen
1202025240,NORRONA,regular,lyngen,NORRONA > lyngen
71201887251,NORRONA,outlet,falketind,NORRONA > falketind
1401000000,ACLIMA,regular,woolnet,ACLIMA > woolnet
1202300260,NORRONA,regular,fjora,NORRONA > fjora
1202625240,NORRONA,regular,femund,NORRONA > femund
1401016280,ACLIMA,regular,woolnet,ACLIMA > woolnet
71201889250,NORRONA,outlet,falketind,NORRONA > falketind
1522116160,SAIL RACING,regular,reference,SAIL RACING > reference
71401073700,ACLIMA,outlet,warmwool,ACLIMA > warmwool
1000338720,HESTRA,regular,topo,HESTRA > topo
1522117070,SAIL RACING,regular,spray,SAIL RACING > spray
71308000660,HOUDINI,outlet,moonwalk,HOUDINI > moonwalk
1202640240,NORRONA,regular,femund,NORRONA > femund
1522117080,SAIL RACING,regular,spray,SAIL RACING > spray
71401084490,ACLIMA,outlet,warmwool,ACLIMA > warmwool
1700000990,PLUS ONE WORKS,regular,pu,PLUS ONE WORKS > pu
1401016300,ACLIMA,regular,woolnet,ACLIMA > woolnet
71401084500,ACLIMA,outlet,warmwool,ACLIMA > warmwool
1100701100,POC,regular,want,POC > want
1401016310,ACLIMA,regular,woolnet,ACLIMA > woolnet
71401084520,ACLIMA,outlet,warmwool,ACLIMA > warmwool
1202650250,NORRONA,regular,femund,NORRONA > femund
1401016320,ACLIMA,regular,woolnet,ACLIMA > woolnet
1202651240,NORRONA,regular,femund,NORRONA > femund
71308300110,HOUDINI,outlet,pace,HOUDINI > pace
1401016330,ACLIMA,regular,woolnet,ACLIMA > woolnet
1401016340,ACLIMA,regular,woolnet,ACLIMA > woolnet
71401074990,ACLIMA,outlet,lars,ACLIMA > lars
1100801100,POC,regular,will,POC > will
71401075010,ACLIMA,outlet,lars,ACLIMA > lars
1401016350,ACLIMA,regular,woolnet,ACLIMA > woolnet
1000342500,HESTRA,regular,windshield,HESTRA > windshield
1100801200,POC,regular,will,POC > will
1000342700,HESTRA,regular,wool,HESTRA > wool
71401084540,ACLIMA,outlet,streamwool,ACLIMA > streamwool
1202651250,NORRONA,regular,femund,NORRONA > femund
1401016360,ACLIMA,regular,woolnet,ACLIMA > woolnet
1000343700,HESTRA,regular,touch,HESTRA > touch
1000343800,HESTRA,regular,touch,HESTRA > touch
1000343900,HESTRA,regular,touch,HESTRA > touch
71401084550,ACLIMA,outlet,streamwool,ACLIMA > streamwool
1401016370,ACLIMA,regular,woolnet,ACLIMA > woolnet
71401084560,ACLIMA,outlet,streamwool,ACLIMA > streamwool
1000351110,HESTRA,regular,pull,HESTRA > pull
71308300120,HOUDINI,outlet,pace,HOUDINI > pace
1202660250,NORRONA,regular,femund,NORRONA > femund
71308300130,HOUDINI,outlet,mono,HOUDINI > mono
71202627240,NORRONA,outlet,femund,NORRONA > femund
1101021000,POC,regular,pocito,POC > pocito
1401016500,ACLIMA,regular,lightwool,ACLIMA > lightwool
1101041100,POC,regular,fornix,POC > fornix
71401084570,ACLIMA,outlet,streamwool,ACLIMA > streamwool
1000351610,HESTRA,regular,extreme,HESTRA > extreme
1202661250,NORRONA,regular,femund,NORRONA > femund
71308300180,HOUDINI,outlet,power,HOUDINI > power
1202664240,NORRONA,regular,femund,NORRONA > femund
71100642690,POC,outlet,rib,POC > rib
1401016510,ACLIMA,regular,lightwool,ACLIMA > lightwool
1401016530,ACLIMA,regular,lightwool,ACLIMA > lightwool
1202667250,NORRONA,regular,femund,NORRONA > femund
71401084580,ACLIMA,outlet,streamwool,ACLIMA > streamwool
1202668250,NORRONA,regular,femund,NORRONA > femund
71401084590,ACLIMA,outlet,streamwool,ACLIMA > streamwool
71308300190,HOUDINI,outlet,power,HOUDINI > power
71401084610,ACLIMA,outlet,woolterry,ACLIMA > woolterry
71100408910,POC,outlet,zonula,POC > zonula
1401016610,ACLIMA,regular,lightwool,ACLIMA > lightwool
1202669250,NORRONA,regular,femund,NORRONA > femund
1202679250,NORRONA,regular,femund,NORRONA > femund
71401084770,ACLIMA,outlet,fleecewool,ACLIMA > fleecewool
71401084780,ACLIMA,outlet,fleecewool,ACLIMA > fleecewool
71308300200,HOUDINI,outlet,power,HOUDINI > power
71308300210,HOUDINI,outlet,power,HOUDINI > power
1202690260,NORRONA,regular,femund,NORRONA > femund
71202633240,NORRONA,outlet,femund,NORRONA > femund
71401084790,ACLIMA,outlet,fleecewool,ACLIMA > fleecewool
71401084800,ACLIMA,outlet,fleecewool,ACLIMA > fleecewool
1202700260,NORRONA,regular,femund,NORRONA > femund
71401088630,ACLIMA,outlet,streamwool,ACLIMA > streamwool
1102512000,POC,regular,lamina,POC > lamina
1102512400,POC,regular,hip,POC > hip
1202701260,NORRONA,regular,femund,NORRONA > femund
71308500170,HOUDINI,outlet,bucket,HOUDINI > bucket
71308300280,HOUDINI,outlet,moonwalk,HOUDINI > moonwalk
1101053000,POC,regular,otocon,POC > otocon
1202702260,NORRONA,regular,femund,NORRONA > femund
71401095130,ACLIMA,outlet,lightwool,ACLIMA > lightwool
1202703260,NORRONA,regular,femund,NORRONA > femund
1202717250,NORRONA,regular,femund,NORRONA > femund
71308300300,HOUDINI,outlet,moonwalk,HOUDINI > moonwalk
71401095170,ACLIMA,outlet,lightwool,ACLIMA > lightwool
1201604250,NORRONA,regular,trollveggen,NORRONA > trollveggen
1202771250,NORRONA,regular,femund,NORRONA > femund
1202773250,NORRONA,regular,femund,NORRONA > femund
71308300320,HOUDINI,outlet,moonwalk,HOUDINI > moonwalk
71401095180,ACLIMA,outlet,lightwool,ACLIMA > lightwool
71308300330,HOUDINI,outlet,moonwalk,HOUDINI > moonwalk
1202775250,NORRONA,regular,femund,NORRONA > femund
1202778250,NORRONA,regular,femund,NORRONA > femund
71308300340,HOUDINI,outlet,alto,HOUDINI > alto
1203405240,NORRONA,regular,cotton,NORRONA > cotton
71308300350,HOUDINI,outlet,alto,HOUDINI > alto
1100104860,POC,regular,levator,POC > levator
1203411230,NORRONA,regular,cotton,NORRONA > cotton
1102016010,POC,regular,aspire,POC > aspire
1101074600,POC,regular,coron,POC > coron
1100104880,POC,regular,calyx,POC > calyx
1203414230,NORRONA,regular,cotton,NORRONA > cotton
1203420180,NORRONA,regular,flexfit,NORRONA > flexfit
71523125030,SAIL RACING,outlet,w,SAIL RACING > w
1100100900,POC,regular,elicit,POC > elicit
1100901100,POC,regular,know,POC > know
1100901200,POC,regular,know,POC > know
1100104830,POC,regular,calyx,POC > calyx
71308100450,HOUDINI,outlet,ride,HOUDINI > ride
1100701200,POC,regular,want,POC > want
71308600780,HOUDINI,outlet,dock,HOUDINI > dock
1000371300,HESTRA,regular,xc,HESTRA > xc
71401016840,ACLIMA,outlet,hotwool,ACLIMA > hotwool
1101082000,POC,regular,crane,POC > crane
1101086400,POC,regular,omne,POC > omne
1100101140,POC,regular,obex,POC > obex
1201613230,NORRONA,regular,trollveggen,NORRONA > trollveggen
1101101000,POC,regular,propel,POC > propel
1102016700,POC,regular,shins,POC > shins
1102016800,POC,regular,forearm,POC > forearm
1102017700,POC,regular,shins,POC > shins
71201627190,NORRONA,outlet,trollveggen,NORRONA > trollveggen
1102017800,POC,regular,forearm,POC > forearm
